Mode,Locus,EndTime
Self,mito,10219
Self,mito,6619
Self,mito,20078
Self,mito,17314
Self,mito,9106
Self,mito,14072
Self,mito,14491
Self,mito,12433
Self,mito,8753
Self,mito,33602
Self,mito,23571
Self,mito,7325
Self,mito,24305
Self,mito,17510
Self,mito,17789
Self,mito,13394
Self,mito,7729
Self,mito,22375
Self,mito,14955
Self,mito,12478
Self,mito,6864
Self,mito,14308
Self,mito,14811
Self,mito,23803
Self,mito,7571
Self,mito,11293
Self,mito,12064
Self,mito,10664
Self,mito,33869
Self,mito,4310
Self,mito,31901
Self,mito,21134
Self,mito,10439
Self,mito,16132
Self,mito,9870
Self,mito,10816
Self,mito,12043
Self,mito,9069
Self,mito,16476
Self,mito,13621
Self,mito,44163
Self,mito,7896
Self,mito,6563
Self,mito,23168
Self,mito,16817
Self,mito,8451
Self,mito,19652
Self,mito,25425
Self,mito,17420
Self,mito,24208
Self,mito,21240
Self,mito,16202
Self,mito,8625
Self,mito,38092
Self,mito,16861
Self,mito,9402
Self,mito,7577
Self,mito,11979
Self,mito,13160
Self,mito,6762
Self,mito,21838
Self,mito,5832
Self,mito,9364
Self,mito,11524
Self,mito,14812
Self,mito,11640
Self,mito,23109
Self,mito,19327
Self,mito,13091
Self,mito,10258
Self,mito,8223
Self,mito,12649
Self,mito,15896
Self,mito,16860
Self,mito,22726
Self,mito,6030
Self,mito,13976
Self,mito,20522
Self,mito,36340
Self,mito,12284
Self,mito,10385
Self,mito,19723
Self,mito,16461
Self,mito,14263
Self,mito,10552
Self,mito,11544
Self,mito,13589
Self,mito,10763
Self,mito,11217
Self,mito,4049
Self,mito,16602
Self,mito,36652
Self,mito,7622
Self,mito,30263
Self,mito,22081
Self,mito,11945
Self,mito,35758
Self,mito,16277
Self,mito,20215
Self,mito,10183
Self,mito,5035
Self,mito,7324
Self,mito,11978
Self,mito,10017
Self,mito,36304
Self,mito,22017
Self,mito,15594
Self,mito,6049
Self,mito,20503
Self,mito,5305
Self,mito,29842
Self,mito,7434
Self,mito,15993
Self,mito,28681
Self,mito,8193
Self,mito,5316
Self,mito,12874
Self,mito,9055
Self,mito,5292
Self,mito,29661
Self,mito,18221
Self,mito,26727
Self,mito,4041
Self,mito,14199
Self,mito,23072
Self,mito,13797
Self,mito,28464
Self,mito,18142
Self,mito,24715
Self,mito,8974
Self,mito,8729
Self,mito,5994
Self,mito,12977
Self,mito,7810
Self,mito,53780
Self,mito,12519
Self,mito,7915
Self,mito,10325
Sex,auto,31985
Sex,auto,41579
Sex,auto,31385
Sex,auto,42806
Sex,auto,27810
Sex,auto,25017
Sex,auto,52483
Sex,auto,40871
Sex,auto,38862
Sex,auto,57619
Sex,auto,64007
Sex,auto,85173
Sex,auto,43143
Sex,auto,41785
Sex,auto,44446
Sex,auto,53707
Sex,auto,19020
Sex,auto,82901
Sex,auto,25971
Sex,auto,33923
Sex,auto,44996
Sex,auto,56013
Sex,auto,29108
Sex,auto,67581
Sex,auto,42140
Sex,auto,41252
Sex,auto,41114
Sex,auto,27744
Sex,auto,42104
Sex,auto,43941
Sex,auto,24864
Sex,auto,60929
Sex,auto,72610
Sex,auto,67707
Sex,auto,39260
Sex,auto,33646
Sex,auto,56287
Sex,auto,59298
Sex,auto,71715
Sex,auto,55567
Sex,auto,64835
Sex,auto,51182
Sex,auto,73111
Sex,auto,99229
Sex,auto,39192
Sex,auto,45705
Sex,auto,74833
Sex,auto,26188
Sex,auto,68599
Sex,auto,39295
Sex,auto,59614
Sex,auto,43669
Sex,auto,47114
Sex,auto,24531
Sex,auto,48758
Sex,auto,39019
Sex,auto,37965
Sex,auto,48912
Sex,auto,38955
Sex,auto,27492
Sex,auto,66033
Sex,auto,42893
Sex,auto,70057
Sex,auto,49007
Sex,auto,53941
Sex,auto,50594
Sex,auto,80952
Sex,auto,35716
Sex,auto,24464
Sex,auto,36275
Sex,auto,56438
Sex,auto,46224
Sex,auto,31871
Sex,auto,41168
Sex,auto,34479
Sex,auto,37461
Sex,auto,79986
Sex,auto,37348
Sex,auto,66354
Sex,auto,64158
Sex,auto,64473
Sex,auto,86732
Sex,auto,40618
Sex,auto,45892
Sex,auto,42090
Sex,auto,83751
Sex,auto,49439
Sex,auto,43851
Sex,auto,21965
Sex,auto,61465
Sex,auto,68883
Sex,auto,68572
Sex,auto,29630
Sex,auto,32345
Sex,auto,62325
Sex,auto,46729
Sex,auto,37610
Sex,auto,57653
Sex,auto,84898
Sex,auto,85391
Sex,auto,75931
Sex,auto,36666
Sex,auto,47787
Sex,auto,48165
Sex,auto,89408
Sex,auto,53052
Sex,auto,41981
Sex,auto,53423
Sex,auto,63543
Sex,auto,36990
Sex,auto,91334
Sex,auto,67889
Sex,auto,31898
Sex,auto,77164
Sex,auto,40665
Sex,auto,33163
Sex,auto,84674
Sex,auto,45449
Sex,auto,32073
Sex,auto,22882
Sex,auto,42449
Sex,auto,53660
Sex,auto,36560
Sex,auto,25349
Sex,auto,40489
Sex,auto,57020
Sex,auto,61436
Sex,auto,51540
Sex,auto,24025
Sex,auto,87007
Sex,auto,53806
Sex,auto,71298
Sex,auto,76043
Sex,auto,50632
Sex,auto,99571
Sex,auto,44533
Sex,auto,57967
Sex,auto,74295
Sex,auto,75736
Sex,auto,57390
Sex,auto,31404
Sex,auto,36660
Sex,auto,43455
Sex,auto,37556
Sex,auto,31319
Sex,auto,38212
Sex,auto,82385
Sex,auto,55592
Sex,auto,67901
Sex,auto,42910
Sex,auto,93981
Sex,auto,53576
Sex,auto,31469
Sex,auto,20670
Sex,auto,66597
Sex,auto,48334
Sex,auto,25383
Sex,auto,64510
Sex,auto,58238
Sex,auto,38402
Sex,auto,37170
Sex,auto,40825
Sex,auto,47829
Sex,auto,53466
Sex,auto,62560
Sex,auto,53744
Sex,auto,21509
Sex,auto,47240
Sex,auto,28339
Sex,auto,51155
Sex,auto,53655
Sex,auto,57602
Sex,auto,42768
Sex,auto,69595
Sex,auto,53206
Sex,auto,66463
Sex,auto,58635
Sex,auto,48079
Sex,auto,62204
Sex,auto,78801
Sex,auto,80207
Sex,auto,35044
Sex,auto,55900
Sex,auto,57082
Sex,auto,62885
Sex,auto,14656
Sex,auto,35779
Sex,auto,70395
Sex,auto,58607
Sex,auto,60477
Sex,auto,61668
Sex,auto,33920
Sex,auto,47414
Sex,auto,56277
Sex,auto,79002
Sex,auto,38050
Sex,auto,39928
Sex,auto,33404
Sex,auto,40048
Sex,auto,28872
Sex,auto,15217
Sex,auto,45222
Sex,auto,61445
Sex,auto,39922
Sex,auto,81932
Sex,auto,30733
Sex,auto,32206
Sex,auto,49191
Sex,auto,81391
Sex,auto,28393
Sex,auto,34226
Sex,auto,62322
Sex,auto,56848
Sex,auto,19673
Sex,auto,56807
Sex,auto,37814
Sex,auto,98912
Sex,auto,94855
Sex,auto,38516
Sex,auto,28213
Sex,auto,36463
Sex,auto,30825
Sex,auto,37817
Sex,auto,54831
Sex,auto,47772
Sex,auto,73669
Sex,auto,35043
Sex,auto,63259
Sex,auto,29269
Sex,auto,62660
Sex,auto,50194
Sex,auto,77158
Sex,auto,38444
Sex,auto,73550
Sex,auto,44691
Sex,auto,67905
Sex,auto,81264
Sex,auto,64774
Sex,auto,23399
Sex,auto,44080
Sex,auto,71803
Sex,auto,84000
Sex,auto,94593
Sex,auto,80093
Sex,auto,46577
Sex,auto,90364
Sex,auto,68832
Sex,auto,34609
Sex,auto,71034
Sex,auto,62426
Sex,auto,91309
Sex,auto,64846
Sex,auto,41486
Sex,auto,38525
Sex,auto,54575
Sex,auto,37829
Sex,auto,27952
Sex,auto,45150
Sex,auto,77910
Sex,auto,22079
Sex,auto,30853
Sex,auto,59498
Sex,auto,23925
Sex,auto,63547
Sex,auto,88941
Sex,auto,42281
Sex,auto,93948
Sex,auto,78713
Sex,auto,48100
Sex,auto,70580
Sex,auto,99776
Sex,auto,33022
Sex,auto,34260
Sex,auto,98122
Sex,auto,56055
Sex,auto,46538
Sex,auto,20876
Sex,auto,78140
Sex,auto,69106
Sex,auto,79801
Sex,auto,66325
Sex,auto,85342
Sex,auto,96522
Sex,auto,91311
Sex,auto,65523
Sex,auto,51036
Sex,auto,65030
Sex,auto,33888
Sex,auto,72542
Sex,auto,46983
Sex,auto,54356
Sex,auto,59495
Sex,auto,56789
Sex,auto,90313
Sex,auto,67298
Sex,auto,93567
Sex,auto,91784
Sex,auto,87345
Sex,auto,70394
Sex,auto,37700
Sex,auto,66020
Sex,auto,39252
Sex,auto,20467
Sex,auto,51436
Sex,auto,72633
Sex,auto,63042
Sex,auto,67544
Sex,auto,41510
Sex,auto,41076
Sex,auto,70281
Sex,auto,20644
Sex,auto,76645
Sex,auto,98502
Sex,auto,33351
Sex,auto,77019
Sex,auto,89151
Sex,auto,76128
Sex,auto,45613
Sex,auto,37825
Sex,auto,25666
Sex,auto,80231
Sex,auto,14451
Sex,auto,72574
Sex,auto,55348
Sex,auto,26152
Sex,auto,34282
Sex,auto,74630
Sex,auto,69269
Sex,auto,72174
Sex,auto,49843
Sex,auto,54558
Sex,auto,32396
Sex,auto,49685
Sex,auto,52218
Sex,auto,47696
Sex,auto,92991
Sex,auto,49139
Sex,auto,41036
Sex,auto,69724
Sex,auto,50233
Sex,auto,44061
Sex,auto,43026
Sex,auto,82369
Sex,auto,86330
Sex,auto,34997
Sex,auto,86446
Sex,auto,24886
Sex,auto,53781
Sex,auto,57355
Sex,auto,37015
Sex,auto,42917
Sex,auto,91742
Sex,auto,81182
Sex,auto,43372
Sex,auto,54903
Sex,auto,79604
Sex,auto,60703
Sex,auto,41014
Sex,auto,57102
Sex,auto,61508
Sex,auto,55365
Sex,auto,46647
Sex,auto,75884
Sex,auto,50360
Sex,auto,91918
Sex,auto,59918
Sex,auto,95517
Sex,auto,58353
Sex,auto,39216
Sex,auto,69050
Sex,auto,92242
Sex,auto,57905
Sex,auto,70820
Sex,auto,84734
Sex,auto,31560
Sex,auto,53859
Sex,auto,50762
Sex,auto,17412
Sex,auto,27521
Sex,auto,92397
Sex,auto,68446
Sex,auto,40563
Sex,auto,36148
Sex,auto,39604
Sex,auto,15770
Sex,auto,76803
Sex,auto,84153
Sex,auto,68521
Sex,auto,72843
Sex,auto,70278
Sex,auto,68093
Sex,mito-adj,73740
Sex,mito-adj,35198
Sex,mito-adj,41763
Sex,mito-adj,41624
Sex,mito-adj,72976
Sex,mito-adj,46199
Sex,mito-adj,29447
Sex,mito-adj,80075
Sex,mito-adj,62633
Sex,mito-adj,40959
Sex,mito-adj,63095
Sex,mito-adj,47588
Sex,mito-adj,60871
Sex,mito-adj,98948
Sex,mito-adj,76742
Sex,mito-adj,45015
Sex,mito-adj,83890
Sex,mito-adj,53552
Sex,mito-adj,64511
Sex,mito-adj,76441
Sex,mito-adj,64080
Sex,mito-adj,79071
Sex,mito-adj,98550
Sex,mito-adj,61441
Sex,mito-adj,57452
Sex,mito-adj,49248
Sex,mito-adj,99197
Sex,mito-adj,74674
Sex,mito-adj,66914
Sex,mito-adj,23616
Sex,mito-adj,78046
Sex,mito-adj,47747
Sex,mito-adj,67382
Sex,mito-adj,60318
Sex,mito-adj,72151
Sex,mito-adj,53524
Sex,mito-adj,67601
Sex,mito-adj,61997
Sex,mito-adj,45851
Sex,mito-adj,66588
Sex,mito-adj,27661
Sex,mito-adj,78442
Sex,mito-adj,62169
Sex,mito-adj,64110
Sex,mito-adj,61790
Sex,mito-adj,82016
Sex,mito-adj,68513
Sex,mito-adj,44869
Sex,mito-adj,57300
Sex,mito-adj,70214
Sex,mito-adj,59222
Sex,mito-adj,39884
Sex,mito-adj,62246
Sex,mito-adj,49633
Sex,mito-adj,77464
Sex,mito-adj,52652
Sex,mito-adj,39755
Sex,mito-adj,68670
Sex,mito-adj,59972
Sex,mito-adj,58350
Sex,mito-adj,73972
Sex,mito-adj,24184
Sex,mito-adj,83544
Sex,mito-adj,63310
Sex,mito-adj,44676
Sex,mito-adj,73655
Sex,mito-adj,45541
Sex,mito-adj,61475
Sex,mito-adj,78982
Sex,mito-adj,67988
Sex,mito-adj,28559
Sex,mito-adj,59759
Sex,mito-adj,66021
Sex,mito-adj,70358
Sex,mito-adj,93725
Sex,mito-adj,38807
Sex,mito-adj,59220
Sex,mito-adj,65458
Sex,mito-adj,70013
Sex,mito-adj,50484
Sex,mito-adj,72369
Sex,mito-adj,69937
Sex,mito-adj,53700
Sex,mito-adj,40518
Sex,mito-adj,75251
Sex,mito-adj,63329
Sex,mito-adj,92125
Sex,mito-adj,61084
Sex,mito-adj,57551
Sex,mito-adj,76764
Sex,mito-adj,78258
Sex,mito-adj,96115
Sex,mito-adj,63946
Sex,mito-adj,75360
Sex,mito-adj,50237
Sex,mito-adj,58803
Sex,mito-adj,66600
Sex,mito-adj,74640
Sex,mito-adj,58314
Sex,mito-adj,71190
Sex,mito-adj,97573
Sex,mito-adj,35126
Sex,mito-adj,62371
Sex,mito-adj,46186
Sex,mito-adj,35426
Sex,mito-adj,89923
Sex,mito-adj,85829
Sex,mito-adj,51913
Sex,mito-adj,45644
Sex,mito-adj,42344
Sex,mito-adj,43531
Sex,mito-adj,45634
Sex,mito-adj,52850
Sex,mito-adj,62580
Sex,mito-adj,63922
Sex,mito-adj,60918
Sex,mito-adj,51076
Sex,mito-adj,60384
Sex,mito-adj,77202
Sex,mito-adj,55972
Sex,mito-adj,69335
Sex,mito-adj,59246
Sex,mito-adj,55371
Sex,mito-adj,50182
Sex,mito-adj,83894
Sex,mito-adj,88040
Sex,mito-adj,34115
Sex,mito-adj,84697
Sex,mito-adj,57452
Sex,mito-adj,43565
Sex,mito-adj,51682
Sex,mito-adj,98660
Sex,mito-adj,26596
Sex,mito-adj,84680
Sex,mito-adj,74707
Sex,mito-adj,67847
Sex,mito-adj,78127
Sex,mito-adj,66046
Sex,mito-adj,91518
Sex,mito-adj,91408
Sex,mito-adj,54153
Sex,mito-adj,92305
Sex,mito-adj,74594
Sex,mito-adj,66717
Sex,mito-adj,65332
Sex,mito-adj,64104
Sex,mito-adj,79130
Sex,mito-adj,85707
Sex,mito-adj,36570
Sex,mito-adj,81371
Sex,mito-adj,49246
Sex,mito-adj,71386
Sex,mito-adj,47065
Sex,mito-adj,63853
Sex,mito-adj,90935
Sex,mito-adj,39798
Sex,mito-adj,60283
Sex,mito-adj,98782
Sex,mito-adj,53612
Sex,mito-adj,38928
Sex,mito-adj,38741
Sex,mito-adj,69945
Sex,mito-adj,83378
Sex,mito-adj,80236
Sex,mito-adj,51038
Sex,mito-adj,83870
Sex,mito-adj,62354
Sex,mito-adj,60212
Sex,mito-adj,46065
Sex,mito-adj,74761
Sex,mito-adj,61956
Sex,mito-adj,70443
Sex,mito-adj,95516
Sex,mito-adj,33723
Sex,mito-adj,63055
Sex,mito-adj,70440
Sex,mito-adj,82757
Sex,mito-adj,56152
Sex,mito-adj,65977
Sex,mito-adj,83088
Sex,mito-adj,85734
Sex,mito-adj,55842
Sex,mito-adj,94900
Sex,mito-adj,40484
Sex,mito-adj,49274
Sex,mito-adj,42118
Sex,mito-adj,96990
Sex,mito-adj,60125
Sex,mito-adj,46578
Sex,mito-adj,80195
Sex,mito-adj,69029
Sex,mito-adj,57779
Sex,mito-adj,87807
Sex,mito-adj,38153
Sex,mito-adj,51150
Sex,mito-adj,57029
Sex,mito-adj,40326
Sex,mito-adj,53140
Sex,mito-adj,93214
Sex,mito-adj,32552
Sex,mito-adj,83625
Sex,mito-adj,83299
Sex,mito-adj,58173
Sex,mito-adj,68747
Sex,mito-adj,68395
Sex,mito-adj,96143
Sex,mito-adj,53302
Sex,mito-adj,73328
Sex,mito-adj,67720
Sex,mito-adj,56322
Sex,mito-adj,96081
Sex,mito-adj,90579
Sex,mito-adj,57763
Sex,mito-adj,95586
Sex,mito-adj,73574
Sex,mito-adj,56323
Sex,mito-adj,59894
Sex,mito-adj,98459
Sex,mito-adj,73506
Sex,mito-adj,56581
Sex,mito-adj,69820
Sex,mito-adj,63139
Sex,mito-adj,67684
Sex,mito-adj,67696
Sex,mito-adj,64200
Sex,mito-adj,93375
Sex,mito-adj,69933
Sex,mito-adj,65212
Sex,mito-adj,82283
Sex,mito-adj,74844
Sex,mito-adj,96277
Sex,mito-adj,42892
Sex,mito-adj,67441
Sex,mito-adj,94287
Sex,mito-adj,67968
Sex,mito-adj,48031
Sex,mito-adj,52116
Sex,mito-adj,99375
Sex,mito-adj,82230
Sex,mito-adj,58255
Sex,mito-adj,62346
Sex,mito-adj,87751
Sex,mito-adj,89244
Sex,mito-adj,30823
Sex,mito-adj,76366
Sex,mito-adj,64573
Sex,mito-adj,68062
Sex,mito-adj,74213
Sex,mito-adj,57715
Sex,mito-adj,75076
Sex,mito-adj,48954
Sex,mito-adj,60720
Sex,mito-adj,31761
Sex,mito-adj,28653
Sex,mito-adj,95954
Sex,mito-adj,37704
Sex,mito-adj,44466
Sex,mito-adj,87937
Sex,mito-adj,96990
Sex,mito-adj,50443
Sex,mito-adj,86180
Sex,mito-adj,49429
Sex,mito-adj,64022
Sex,mito-adj,98255
Sex,mito-adj,74427
Sex,mito-adj,90344
Sex,mito-adj,93018
Sex,mito-adj,87591
Sex,mito-adj,89592
Sex,mito-adj,96127
Sex,mito-adj,76503
Sex,mito-adj,95744
Sex,mito-adj,63192
Sex,mito-adj,80663
Sex,mito-adj,62082
Sex,mito-adj,89615
Sex,mito-adj,38246
Sex,mito-adj,37646
Sex,mito-adj,85938
Sex,mito-adj,94828
Sex,mito-adj,96840
Sex,mito-adj,77593
Sex,mito-adj,68648
Sex,mito-adj,91336
Sex,mito-adj,99402
Sex,mito-adj,75399
Sex,mito-adj,82744
Sex,mito-adj,60157
Sex,mito-adj,68370
Sex,mito-adj,75067
Sex,mito-adj,90787
Sex,mito-adj,69407
Sex,mito-adj,78169
Sex,mito-adj,87726
Sex,mito-adj,67583
Sex,mito-adj,50279
Sex,mito-adj,72731
Sex,mito-adj,67702
Sex,mito-adj,41110
Sex,mito-adj,89835
Sex,mito-adj,55831
Sex,mito-adj,48258
Sex,mito-adj,24091
Sex,mito-adj,56529
Sex,mito-adj,63798
Sex,mito-adj,88554
Sex,mito-adj,90014
Sex,mito-adj,56967
Sex,mito-adj,72343
Sex,mito-adj,33931
Sex,mito-adj,81795
Sex,mito-adj,60015
Sex,mito-adj,66014
Sex,mito-adj,54878
Sex,mito-adj,68278
Sex,mito-adj,80809
Sex,mito-adj,50368
Sex,mito-adj,88039
Sex,mito-adj,69242
Sex,mito-adj,50059
Sex,mito-adj,63688
Sex,mito-adj,38861
Sex,mito-adj,37354
Sex,mito-adj,75269
Sex,mito-adj,95325
Sex,mito-adj,37637
Sex,mito-adj,70644
Sex,mito-adj,78753
Sex,mito-adj,67288
Sex,mito-adj,33004
Sex,mito-adj,76864
Sex,mito-adj,36149
Sex,mito-adj,89397
Sex,mito,14892
Sex,mito,38187
Sex,mito,13697
Sex,mito,12454
Sex,mito,7529
Sex,mito,16846
Sex,mito,8625
Sex,mito,18313
Sex,mito,29626
Sex,mito,16816
Sex,mito,12213
Sex,mito,52147
Sex,mito,34967
Sex,mito,13077
Sex,mito,7793
Sex,mito,20731
Sex,mito,23449
Sex,mito,23740
Sex,mito,10579
Sex,mito,7702
Sex,mito,18873
Sex,mito,7919
Sex,mito,27464
Sex,mito,6935
Sex,mito,8395
Sex,mito,15633
Sex,mito,10722
Sex,mito,18449
Sex,mito,23417
Sex,mito,11180
Sex,mito,5960
Sex,mito,20777
Sex,mito,18322
Sex,mito,12394
Sex,mito,12705
Sex,mito,29507
Sex,mito,14874
Sex,mito,15233
Sex,mito,19059
Sex,mito,11290
Sex,mito,10729
Sex,mito,36583
Sex,mito,7612
Sex,mito,14783
Sex,mito,37527
Sex,mito,6779
Sex,mito,24043
Sex,mito,12999
Sex,mito,19978
Sex,mito,18274
Sex,mito,17944
Sex,mito,11120
Sex,mito,9468
Sex,mito,13221
Sex,mito,15925
Sex,mito,12712
Sex,mito,15169
Sex,mito,19237
Sex,mito,13126
Sex,mito,7348
Sex,mito,13969
Sex,mito,13284
Sex,mito,20626
Sex,mito,8491
Sex,mito,13509
Sex,mito,11599
Sex,mito,16212
Sex,mito,12637
Sex,mito,6177
Sex,mito,13494
Sex,mito,24756
Sex,mito,11193
Sex,mito,14084
Sex,mito,11414
Sex,mito,14349
Sex,mito,20939
Sex,mito,16521
Sex,mito,14456
Sex,mito,11056
Sex,mito,9291
Sex,mito,21512
Sex,mito,17862
Sex,mito,16958
Sex,mito,41713
Sex,mito,37188
Sex,mito,23816
Sex,mito,11888
Sex,mito,32509
Sex,mito,15405
Sex,mito,9108
Sex,mito,9689
Sex,mito,23312
Sex,mito,33654
Sex,mito,9739
Sex,mito,19446
Sex,mito,23799
Sex,mito,9474
Sex,mito,7237
Sex,mito,8037
Sex,mito,11257
Sex,mito,11456
Sex,mito,13315
Sex,mito,13659
Sex,mito,16124
Sex,mito,23428
Sex,mito,12019
Sex,mito,8363
Sex,mito,50774
Sex,mito,16436
Sex,mito,12387
Sex,mito,12005
Sex,mito,16927
Sex,mito,21719
Sex,mito,7104
Sex,mito,12524
Sex,mito,12153
Sex,mito,31314
Sex,mito,39790
Sex,mito,10190
Sex,mito,8560
Sex,mito,11472
Sex,mito,13470
Sex,mito,5918
Sex,mito,14932
Sex,mito,22357
Sex,mito,23944
Sex,mito,23776
Sex,mito,13161
Sex,mito,33461
Sex,mito,20344
Sex,mito,35919
Sex,mito,9506
Sex,mito,14629
Sex,mito,6403
Sex,mito,12742
Sex,mito,11723
Sex,mito,25957
Sex,mito,15936
Sex,mito,13129
Sex,mito,8055
Sex,mito,12719
Sex,mito,8516
Sex,mito,22566
Sex,mito,11724
Sex,mito,8433
Sex,mito,5471
Sex,mito,21149
Sex,mito,17103
Sex,mito,29214
Sex,mito,26574
Sex,mito,9299
Sex,mito,19453
Sex,mito,34717
Sex,mito,8235
Sex,mito,21018
Sex,mito,15884
Sex,mito,22557
Sex,mito,32397
Sex,mito,3846
Sex,mito,9933
Sex,mito,13026
Sex,mito,18198
Sex,mito,22096
Sex,mito,13633
Sex,mito,12710
Sex,mito,13148
Sex,mito,12571
Sex,mito,10551
Sex,mito,16077
Sex,mito,15949
Sex,mito,14208
Sex,mito,10357
Sex,mito,19251
Sex,mito,9895
Sex,mito,9545
Sex,mito,12948
Sex,mito,7387
Sex,mito,22955
Sex,mito,16396
Sex,mito,8571
Sex,mito,18197
Sex,mito,7333
Sex,mito,22233
Sex,mito,12175
Sex,mito,16028
Sex,mito,11520
Sex,mito,25390
Sex,mito,43462
Sex,mito,13516
Sex,mito,46828
Sex,mito,16550
Sex,mito,5256
Sex,mito,15901
Sex,mito,10735
Sex,mito,25759
Sex,mito,20681
Sex,mito,9303
Sex,mito,27619
Sex,mito,29742
Sex,mito,11666
Sex,mito,21817
Sex,mito,9511
Sex,mito,10295
Sex,mito,25166
Sex,mito,18629
Sex,mito,18808
Sex,mito,22220
Sex,mito,23631
Sex,mito,23015
Sex,mito,6835
Sex,mito,34288
Sex,mito,5575
Sex,mito,10903
Sex,mito,19366
Sex,mito,22869
Sex,mito,15743
Sex,mito,11551
Sex,mito,33241
Sex,mito,7125
Sex,mito,9532
Sex,mito,11878
Sex,mito,12217
Sex,mito,17458
Sex,mito,12630
Sex,mito,26930
Sex,mito,21461
Sex,mito,18846
Sex,mito,13184
Sex,mito,11830
Sex,mito,19012
Sex,mito,20889
Sex,mito,19859
Sex,mito,20283
Sex,mito,8381
Sex,mito,13504
Sex,mito,20956
Sex,mito,12680
Sex,mito,12459
Sex,mito,11418
Sex,mito,20745
Sex,mito,26345
Sex,mito,12664
Sex,mito,8502
Sex,mito,20195
Sex,mito,9946
Sex,mito,16738
Sex,mito,14492
Sex,mito,48852
Sex,mito,36033
Sex,mito,25740
Sex,mito,9132
Sex,mito,12292
Sex,mito,15293
Sex,mito,28054
Sex,mito,17594
Sex,mito,22587
Sex,mito,14699
Sex,mito,16691
Sex,mito,14478
Sex,mito,24986
Sex,mito,8328
Sex,mito,12700
Sex,mito,28676
Sex,mito,13884
Sex,mito,23009
Sex,mito,43240
Sex,mito,28732
Sex,mito,9717
Sex,mito,13220
Sex,mito,15310
Sex,mito,14964
Sex,mito,19863
Sex,mito,12124
Sex,mito,40999
Sex,mito,54864
Sex,mito,15323
Sex,mito,67853
Sex,mito,8030
Sex,mito,14376
Sex,mito,19605
Sex,mito,6475
Sex,mito,13813
Sex,mito,8727
Sex,mito,22987
Sex,mito,12178
Sex,mito,5720
Sex,mito,48139
Sex,mito,23228
Sex,mito,11532
Sex,mito,16411
Sex,mito,24361
Sex,mito,11719
Sex,mito,18230
Sex,mito,15050
Sex,mito,29880
Sex,mito,12291
Sex,mito,12853
Sex,mito,7887
Sex,mito,8523
Sex,mito,22571
Sex,mito,10089
Sex,mito,13593
Sex,mito,8960
Sex,mito,82857
Sex,mito,6011
Sex,mito,8794
Sex,mito,19352
Sex,mito,14845
Sex,mito,26989
Sex,mito,8482
Sex,mito,17643
Sex,mito,9029
Sex,mito,6299
Sex,mito,18137
Sex,mito,23161
Sex,mito,10454
Sex,mito,19063
Sex,mito,7202
Sex,mito,9022
Sex,mito,8355
Sex,mito,13637
Sex,mito,20415
Sex,mito,9154
Sex,mito,20407
Sex,mito,15810
Sex,mito,17659
Sex,mito,13334
Sex,mito,18921
Sex,mito,11563
Sex,mito,30162
Sex,mito,9695
Sex,mito,24398
Sex,mito,13289
Sex,mito,12960
Sex,mito,9559
Sex,mito,10354
Sex,mito,16523
Sex,mito,17971
Sex,mito,21242
Sex,mito,26594
Sex,mito,9241
Sex,mito,13790
Sex,mito,7455
Sex,mito,12609
Sex,mito,24864
Sex,mito,8942
Sex,mito,14699
Sex,mito,16936
Sex,mito,17892
Sex,mito,10083
Sex,mito,13541
Sex,mito,12637
Sex,mito,8617
Sex,mito,9939
Sex,mito,10655
Sex,mito,11361
Sex,mito,13804
Sex,mito,14347
Sex,mito,7358
Sex,mito,13983
Sex,mito,4969
Sex,mito,25696
Sex,mito,34805
Sex,mito,24021
Sex,mito,16164
Sex,mito,25039
Sex,mito,11040
Sex,mito,15355
Sex,mito,22109
Sex,mito,6686
Sex,mito,13543
Sex,mito,16600
Sex,mito,7982
Sex,mito,25392
Sex,mito,9904
Sex,mito,6920
Sex,mito,10631
Sex,mito,13180
Sex,mito,11501
Sex,mito,15438
Sex,mito,5564
Sex,mito,21140
Sex,mito,12462
Sex,mito,9344
Sex,mito,10319
Sex,mito,8221
Sex,mito,18558
Sex,mito,11092
Sex,mito,14905
Sex,mito,13139
Sex,mito,16569
Sex,mito,39390
Sex,mito,5209
Sex,mito,27755
Sex,mito,21984
Sex,mito,15051
Sex,mito,11681
Sex,mito,9203
Sex,mito,13566
Sex,mito,19706
Sex,mito,25971
Sex,mito,6037
Sex,mito,29524
Sex,mito,9375
Sex,mito,22014
Sex,mito,9075
Sex,mito,18710
Sex,mito,23622
Sex,mito,15859
Sex,mito,16326
Sex,mito,18388
Sex,mito,17206
Sex,mito,23887
Sex,mito,24008
Sex,mito,15653
Sex,mito,12654
Sex,mito,26902
Sex,mito,13453
Sex,mito,11458
Sex,mito,35566
Sex,mito,14410
Sex,mito,13380
Sex,mito,6885
Sex,mito,22128
Sex,mito,4557
Sex,mito,13027
Sex,mito,16736
Sex,mito,10575
Sex,mito,10037
Sex,mito,14684
Sex,mito,15251
Sex,mito,26727
Sex,mito,10041
Sex,mito,30986
Sex,mito,8979
Sex,mito,12475
Sex,mito,30825
Sex,mito,15821
Sex,mito,22311
Sex,mito,46503
Sex,mito,13045
Sex,mito,9681
Sex,mito,8438
Sex,mito,10468
Sex,mito,24726
Sex,mito,21367
Sex,mito,24850
Sex,mito,9125
Sex,mito,13215
Sex,mito,19712
